GLIMMER (ver. 3.02; iterated)  predictions:
 orfID      start     end  frame  score
orf03939  3326670  3325621  -1    12.02
orf03940  3326973  3326737  -1     9.01
orf03941  3327442  3326978  -2    12.68
orf03942  3328730  3327423  -3     6.69
orf03943  3329765  3328749  -3     6.65
orf03944  3330569  3329790  -3     9.07
orf03945  3331775  3330759  -3     5.59
orf03946  3332593  3331796  -2     7.09
orf03947  3332954  3332610  -3     9.99
orf03948  3333552  3333070  -1    14.08
orf03950  3336503  3333564  -3     8.31
orf03951  3336663  3336472  -1     1.14
orf03952  3336801  3338339  +3     6.88
orf03953  3338336  3339433  +2     3.48
orf03954  3339434  3340570  +2     6.03
orf03955  3340784  3340650  -3    14.94
orf03957  3344204  3340842  -3     7.47
orf03958  3346377  3344278  -1     5.76
orf03959  3346963  3346628  -2    10.39
orf03960  3347103  3346960  -1     0.52
orf03961  3347098  3347493  +1     8.22
orf03962  3348253  3347534  -2     9.24
orf03964  3350072  3348366  -3     9.62
orf03966  3352064  3350358  -3    12.12
orf03967  3352388  3352275  -3     2.81
orf03968  3354075  3352372  -1    12.14
orf03970  3355319  3354423  -3     8.43
orf03971  3355684  3355424  -2    12.52
orf03972  3356921  3355884  -3     8.71
orf03973  3357935  3356937  -3     7.37
orf03974  3358481  3357948  -3    10.09
orf03975  3358785  3358609  -1     3.59
orf03976  3358980  3358852  -1     6.46
orf03977  3359633  3359031  -3     5.04
orf03978  3359836  3359633  -2     5.68
orf03979  3360722  3359829  -3    11.54
orf03980  3360887  3361480  +2    10.25
orf03981  3362535  3361504  -1     9.92
orf03982  3365128  3362705  -2    10.78
orf03983  3367094  3365130  -3    12.04
orf03984  3367883  3367470  -3    13.16
orf03985  3369204  3367963  -1    12.21
orf03986  3370084  3369407  -2    12.20
orf03987  3370277  3370104  -3     5.02
orf03988  3370555  3370256  -2     9.61
orf03989  3372408  3370552  -1     9.24
orf03991  3372634  3373230  +1    10.08
orf03992  3373339  3373629  +1    11.16
orf03993  3374075  3373656  -3     9.59
orf03994  3374185  3375477  +1     6.87
orf03995  3375703  3375506  -2    14.62
orf03996  3375937  3375803  -2    17.68
orf03997  3376133  3375981  -3    13.59
orf03998  3377213  3376266  -3     9.63
orf03999  3377214  3377342  +3     1.35
orf04000  3377904  3377329  -1     9.92
orf04001  3378154  3378411  +1     3.34
orf04002  3380084  3378435  -3     7.49
orf04003  3382924  3380201  -2    11.08
orf04005  3383216  3383365  +2    11.16
orf04007  3384132  3383407  -1     9.14
orf04008  3384442  3384179  -2    12.24
orf04009  3384810  3385196  +3     4.18
orf04010  3385515  3385240  -1     9.30
orf04011  3385980  3385573  -1     5.54
orf04012  3386118  3387320  +3    10.99
orf04013  3387808  3387365  -2     8.45
orf04014  3387913  3388494  +1     6.62
orf04015  3389593  3388502  -2     8.63
orf04016  3391049  3389586  -3     7.87
orf04017  3391690  3391115  -2    11.01
orf04018  3393427  3391814  -2    10.56
orf04019  3394227  3394024  -1     4.76
orf04020  3394380  3395192  +3     6.59
orf04021  3395364  3395576  +3    18.37
orf04022  3397289  3395781  -3     7.63
orf04023  3397652  3398080  +2     9.56
orf04024  3398444  3398193  -3    15.87
orf04025  3398914  3398462  -2     8.59
orf04026  3399733  3398930  -2     8.52
orf04027  3399878  3400687  +2     9.23
orf04028  3401079  3400708  -1    11.42
orf04029  3401316  3402848  +3     6.38
orf04030  3403513  3402902  -2    10.53
orf04031  3404476  3403538  -2    11.02
orf04032  3406296  3404818  -1     9.95
orf04033  3408152  3406584  -3     9.54
orf04035  3409347  3408220  -1    10.77
orf04036  3410405  3409929  -3     5.03
orf04037  3411623  3410652  -3     9.86
orf04038  3412873  3411602  -2    10.06
orf04039  3414544  3412886  -2    14.42
orf04040  3416085  3414568  -1    11.66
orf04041  3416630  3416190  -3     9.40
orf04042  3416824  3417771  +1     6.89
orf04043  3418357  3417785  -2    11.14
orf04044  3418884  3418354  -1     6.22
orf04045  3419139  3419435  +3     7.09
orf04046  3419539  3419979  +1     8.75
orf04047  3421079  3420009  -3     7.40
orf04048  3421356  3421583  +3     1.81
orf04049  3421962  3421645  -1     6.58
orf04050  3422298  3422170  -1     7.15
orf04051  3422547  3422419  -1     8.53
orf04062  3422576  3428917  +2     3.72
orf04064  3429486  3428980  -1     9.61
orf04065  3430284  3429577  -1     8.00
orf04066  3430998  3430489  -1     6.10
orf04068  3432200  3431295  -3    11.25
orf04069  3432353  3432718  +2     6.72
orf04070  3432715  3433392  +1     7.26
orf04071  3433818  3433405  -1     9.14
orf04072  3433960  3434160  +1     9.44
orf04074  3434610  3434476  -1     7.28
orf04075  3435281  3434598  -3     7.50
orf04076  3435488  3435342  -3    11.08
orf04077  3437437  3435653  -2     9.99
orf04079  3438099  3437596  -1     4.80
orf04080  3439188  3438169  -1    10.57
orf04081  3441070  3439307  -2    10.97
orf04082  3442821  3441070  -1     9.10
orf04083  3443166  3442945  -1    11.02
orf04084  3443685  3443245  -1     6.34
orf04086  3445884  3443842  -1    12.08
orf04087  3447354  3446242  -1     4.49
orf04089  3448456  3447653  -2     6.25
orf04090  3449250  3448456  -1     7.66
orf04091  3450020  3449247  -3    10.24
orf04092  3451042  3450104  -2    11.23
orf04093  3451228  3452190  +1     3.23
orf04094  3452202  3452810  +3     4.87
orf04095  3453089  3452850  -3    13.09
orf04096  3453791  3453135  -3     9.94
orf04097  3453882  3454553  +3     9.13
orf04098  3455447  3454641  -3     8.65
orf04100  3455990  3455448  -3     7.15
orf04101  3456306  3455983  -1     8.74
orf04102  3456551  3456426  -3     4.61
orf04103  3457192  3457043  -2    10.82
orf04104  3458268  3457189  -1     6.25
orf04105  3458860  3458633  -2     6.81
orf04106  3459488  3459366  -3     0.13
orf04107  3459572  3459904  +2     6.19
orf04108  3460312  3460073  -2     6.91
orf04109  3460446  3460315  -1     2.33
orf04110  3460747  3460577  -2     5.58
orf04111  3461794  3460862  -2     6.77
orf04112  3462219  3461794  -1    10.52
orf04113  3462606  3462331  -1     4.96
orf04114  3464513  3462624  -3     4.46
orf04115  3467357  3464706  -3     5.79
orf04116  3468262  3467354  -2     7.09
orf04117  3468834  3468325  -1     9.66
orf04120  3471260  3468876  -3     5.77
orf04121  3472773  3471526  -1     8.53
orf04122  3472950  3472789  -1     7.93
orf04123  3473365  3472994  -2     9.34
orf04125  3473963  3473370  -3     9.29
orf04126  3474293  3473964  -3     1.79
orf04127  3474646  3474290  -2     9.75
orf04128  3474938  3474639  -3     1.63
orf04129  3475207  3474935  -2     4.02
orf04130  3475500  3475210  -1     9.02
orf04131  3476700  3475537  -1     9.63
orf04132  3477298  3476714  -2     5.81
orf04133  3478475  3477264  -3     4.58
orf04134  3480161  3478491  -3     6.26
orf04135  3480547  3480176  -2     6.09
orf04137  3481009  3480713  -2     1.38
orf04139  3481773  3482195  +3     8.59
orf04140  3482707  3482282  -2     5.49
orf04141  3483106  3482828  -2     9.62
orf04142  3484451  3483675  -3     4.82
orf04143  3485549  3484566  -3     4.92
orf04144  3485914  3485582  -2     6.50
orf04145  3486055  3486690  +1     3.68
orf04146  3486941  3486729  -3     4.79
orf04147  3488149  3487010  -2     7.74
orf04148  3488801  3488298  -3     4.34
orf04149  3489933  3489370  -1     3.89
orf04150  3492584  3489954  -3     4.87
orf04151  3493186  3492938  -2     5.91
orf04152  3494177  3493368  -3     4.56
orf04153  3494575  3494459  -2     2.03
orf04154  3494876  3494637  -3     2.78
orf04155  3495413  3495087  -3     1.44
orf04156  3495729  3495445  -1     8.21
orf04157  3495830  3495994  +2     6.74
orf04159  3496882  3496124  -2     4.34
orf04162  3497893  3497114  -2     3.53
orf04163  3498480  3497908  -1     4.47
orf04164  3499329  3498700  -1     7.32
orf04166  3499496  3499326  -3     9.26
orf04167  3500233  3499514  -2     3.81
orf04168  3501038  3500280  -3     3.58
orf04169  3501307  3501035  -2     5.41
orf04170  3501992  3501321  -3     7.37
orf04171  3502471  3501989  -2     9.15
orf04172  3502650  3502486  -1     4.97
orf04173  3503038  3502721  -2     8.20
orf04174  3503189  3503028  -3     2.84
orf04175  3503455  3503189  -2     9.94
orf04176  3504292  3503564  -2     7.29
orf04177  3504489  3504289  -1     5.79
orf04178  3504960  3505178  +3    10.34
orf04179  3505201  3505629  +1     2.50
orf04180  3505645  3505812  +1     9.13
orf04181  3505854  3506324  +3     3.79
orf04182  3506369  3506998  +2     3.60
orf04183  3508447  3507113  -2     9.53
orf04184  3508885  3508496  -2    10.01
orf04185  3510332  3509061  -3    12.53
orf04186  3510537  3510325  -1     6.59
orf04187  3511598  3510534  -3     8.88
orf04188  3511688  3512311  +2     6.64
orf04190  3513536  3512580  -3     7.59
orf04191  3513650  3514615  +2     3.57
orf04194  3514729  3516165  +1     4.66
orf04195  3516470  3516246  -3     9.33
orf04196  3517445  3516492  -3     9.57
orf04197  3517627  3517872  +1     3.54
orf04199  3518867  3517935  -3    10.86
orf04201  3521095  3519215  -2    13.07
orf04202  3522020  3521109  -3    11.81
orf04203  3522769  3522017  -2    12.50
orf04205  3523657  3522929  -2     8.51
orf04206  3524091  3523654  -1     5.91
orf04207  3524747  3524208  -3     7.27
orf04208  3525042  3524926  -1    11.05
orf04209  3525403  3525062  -2     6.90
orf04211  3526909  3525515  -2     6.52
orf04212  3527283  3528365  +3     6.30
orf04213  3528562  3528419  -2     7.67
orf04214  3529455  3528562  -1     6.48
orf04215  3529652  3530467  +2     8.89
orf04216  3530610  3530882  +3    13.16
orf04219  3533411  3530994  -3    11.10
orf04220  3533713  3533507  -2    11.82
orf04221  3534203  3533901  -3    12.32
orf04222  3534722  3534495  -3     6.94
orf04223  3535881  3535054  -1     6.96
orf04224  3536719  3535898  -2    11.58
orf04225  3537756  3536734  -1     9.07
orf04226  3538756  3537749  -2     7.40
orf04228  3539581  3538784  -2    12.85
orf04229  3539742  3539596  -1     8.54
orf04230  3540800  3540042  -3     8.53
orf04231  3540955  3541551  +1     3.37
orf04232  3541532  3542062  +2     5.98
orf04233  3542059  3542970  +1     5.06
orf04234  3544242  3543010  -1    12.28
orf04235  3544436  3545074  +2     6.09
orf04236  3545482  3545165  -2     7.99
orf04237  3545685  3545542  -1     0.59
orf04238  3546381  3545806  -1     8.29
orf04239  3547227  3546412  -1     6.60
orf04240  3547818  3547414  -1     9.51
orf04241  3548246  3550972  +2     5.32
orf04242  3551044  3550928  -2     1.17
orf04243  3551118  3552284  +3     3.58
orf04244  3552259  3552651  +1     0.64
orf04245  3553113  3552682  -1     6.60
orf04246  3553788  3553129  -1     6.42
orf04247  3554168  3553812  -3     3.38
orf04248  3555635  3554202  -3     6.53
orf04249  3556477  3555704  -2     3.59
orf04250  3557181  3556501  -1    10.29
orf04251  3557416  3557225  -2     6.29
orf04252  3558763  3557774  -2     6.57
orf04253  3558858  3558989  +3     1.09
orf04254  3560782  3558941  -2     6.35
orf04255  3561077  3561874  +2     8.35
orf04256  3562138  3563475  +1     5.80
orf04257  3563866  3565785  +1     7.24
orf04260  3568654  3565871  -2     6.02
orf04261  3569138  3569323  +2     4.31
orf04262  3570623  3569637  -3     3.31
orf04263  3572199  3570838  -1     5.20
orf04264  3572849  3572187  -3     6.43
orf04265  3573649  3572891  -2     3.89
orf04267  3574403  3573651  -3     3.74
orf04268  3575111  3574407  -3     7.40
orf04269  3577230  3575350  -1     8.50
orf04271  3579917  3577239  -3    11.24
orf04272  3580641  3580099  -1    11.32
orf04274  3581198  3580767  -3    14.66
orf04275  3582731  3581202  -3    10.31
orf04276  3584025  3583159  -1    10.81
orf04277  3585769  3584012  -2    11.98
orf04278  3586920  3585997  -1     6.67
orf04279  3587240  3586980  -3    10.52
orf04281  3588184  3587390  -2     9.60
orf04282  3589912  3588350  -2    12.74
orf04283  3590820  3590395  -1    11.62
orf04284  3591753  3591127  -1    14.18
orf04285  3593136  3591898  -1    10.71
orf04286  3593735  3593157  -3     7.59
orf04288  3594710  3593799  -3    10.18
orf04289  3595517  3594732  -3     6.70
orf04290  3595905  3595657  -1    12.99
orf04291  3596694  3595981  -1    10.32
orf04292  3598084  3596798  -2     9.87
orf04293  3599359  3598085  -2    11.32
orf04294  3600385  3599558  -2    10.09
orf04295  3601266  3600517  -1     8.16
orf04296  3601575  3601294  -1    11.08
orf04297  3603100  3601568  -2    11.04
orf04298  3604276  3603209  -2    14.00
orf04299  3604995  3604366  -1     6.99
orf04300  3608010  3605629  -1     9.86
orf04301  3608425  3608222  -2     5.25
orf04302  3609171  3608422  -1    13.13
orf04303  3610946  3609276  -3    11.67
orf04304  3612590  3611712  -3    11.44
orf04305  3613834  3612602  -2    12.51
orf04306  3614904  3613858  -1    13.42
orf04307  3615654  3615055  -1    10.92
orf04308  3616553  3615651  -3     7.95
orf04309  3617079  3616828  -1     8.29
orf04310  3618447  3617206  -1    11.43
orf04311  3619433  3618534  -3     8.53
orf04312  3621723  3619585  -1    12.64
orf04313  3623225  3622254  -3     9.97
orf04314  3624192  3623269  -1    11.53
orf04315  3624635  3624279  -3    13.09
orf04316  3624902  3624651  -3     6.69
orf04317  3626989  3624929  -2    12.46
orf04318  3627305  3626994  -3     2.58
orf04319  3627578  3627306  -3     7.97
orf04320  3628696  3627590  -2    12.28
orf04321  3629184  3628714  -1    13.19
orf04322  3633818  3629517  -3     9.74
orf04323  3635643  3633943  -1    11.81
orf04324  3637009  3635753  -2    10.05
orf04325  3638168  3637026  -3     9.70
orf04326  3638983  3638192  -2     5.52
orf04327  3639777  3639001  -1     7.55
orf04328  3640420  3639863  -2    14.41
orf04329  3641145  3640423  -1    13.72
orf04330  3642099  3641212  -1    12.87
orf04331  3642904  3642203  -2    11.83
orf04332  3644033  3643254  -3    12.33
orf04333  3645502  3644111  -2     9.55
orf04334  3646067  3645525  -3    13.47
orf04335  3647009  3646110  -3     4.46
orf04336  3648379  3647075  -2    11.50
orf04337  3650508  3648430  -1     8.40
orf04338  3651521  3650856  -3     5.25
orf04339  3652511  3651609  -3    12.06
orf04340  3653692  3652532  -2    13.22
orf04341  3654659  3653886  -3    14.48
orf04342  3655601  3654711  -3    11.30
orf04343  3656173  3655622  -2     7.52
orf04344  3656619  3656275  -1    10.02
orf04345  3657500  3656766  -3     9.60
orf04346  3658015  3657500  -2    10.60
orf04347  3658363  3658136  -2     5.59
orf04348  3658650  3658378  -1     9.37
orf04349  3660100  3658751  -2    12.19
orf04350  3660445  3660113  -2     8.81
orf04351  3661567  3660578  -2    12.97
orf04353  3665152  3661583  -2    10.48
orf04355  3666036  3665299  -1     8.14
orf04356  3666328  3666095  -2    13.17
orf04357  3667138  3666398  -2    15.14
orf04358  3668082  3667138  -1    12.03
orf04359  3669089  3668097  -3    11.69
orf04360  3669679  3669086  -2     9.55
orf04361  3671816  3669768  -3     7.34
orf04362  3673782  3672106  -1    13.12
orf04363  3674167  3673805  -2     9.94
orf04364  3674546  3674734  +2     6.14
orf04365  3675595  3674954  -2     8.41
orf04366  3676378  3675734  -2    12.97
orf04367  3677262  3676381  -1     7.33
orf04368  3679504  3677531  -2     8.71
orf04369  3680265  3679513  -1     6.48
orf04370  3681358  3680270  -2     7.55
orf04371  3682697  3681363  -3    10.62
orf04373  3683638  3682694  -2    13.76
orf04374  3684132  3683662  -1    10.06
orf04375  3686549  3684144  -3     7.17
orf04377  3687751  3686546  -2    10.46
orf04379  3688136  3687924  -3    12.42
orf04380  3688756  3688139  -2    10.82
orf04381  3689033  3688770  -3     8.70
orf04382  3689976  3689101  -1    10.06
orf04384  3692797  3690077  -2    10.18
orf04385  3692903  3694612  +2    10.46
orf04386  3694940  3696010  +2     8.70
orf04388  3696498  3696130  -1     6.66
orf04389  3696879  3696514  -1     5.54
orf04391  3697046  3698431  +2     7.48
orf04392  3698598  3698852  +3     6.28
orf04393  3698875  3699186  +1     2.39
orf04395  3700226  3699594  -3    14.95
orf04396  3700939  3700223  -2     9.86
orf04397  3701853  3700924  -1    10.85
orf04398  3702629  3701850  -3    10.98
orf04399  3705844  3702626  -2    11.43
orf04400  3706926  3705829  -1    10.92
orf04401  3708209  3706923  -3    12.48
orf04402  3709107  3708193  -1     9.43
orf04403  3710539  3709256  -2     6.94
orf04404  3711228  3710686  -1    10.12
orf04406  3712339  3711431  -2    12.32
orf04407  3712802  3712344  -3     7.19
orf04408  3713256  3712927  -1    10.31
orf04409  3716177  3713412  -3    10.61
orf04410  3717031  3716525  -2    15.82
orf04411  3717888  3717121  -1     7.09
orf04412  3718167  3717904  -1     3.11
orf04413  3718644  3718174  -1    11.49
orf04414  3719338  3718664  -2    11.67
orf04415  3720153  3719335  -1     9.39
orf04416  3720524  3720270  -3     7.48
orf04417  3721502  3720723  -3     9.82
orf04418  3722379  3721660  -1     9.76
orf04419  3723208  3722399  -2     6.48
orf04420  3724789  3723629  -2    15.18
orf04421  3726130  3724829  -2     8.82
orf04422  3727300  3726503  -2    10.06
orf04423  3728304  3727399  -1     8.80
orf04424  3729517  3728366  -2    10.87
orf04425  3730657  3729566  -2     7.93
orf04426  3732100  3730748  -2    11.32
orf04427  3733075  3732101  -2     8.23
